POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
947,2020-01-18,3,C,1,3,3,3,5,7,10,9,9,14,14,11,6,13,9,9,8,11,9,14,3,3,0,0,174,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02
1111,2020-01-18,3,C,0,0,0,2,0,9,6,7,11,10,7,11,7,8,6,7,5,5,3,5,6,3,4,1,123,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2020-01-18,3,C,0,0,1,2,1,0,0,0,1,2,1,2,1,1,4,1,0,1,0,0,0,2,1,0,21,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2020-01-18,3,C,1,1,0,1,2,0,6,6,7,7,5,4,8,3,5,4,2,3,4,2,2,1,1,0,75,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2020-01-18,3,C,5,2,8,9,11,5,17,20,33,24,21,28,18,25,15,14,19,13,10,9,9,8,6,0,329,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2020-01-18,3,C,1,1,0,1,4,8,8,5,5,4,4,2,3,4,2,3,3,5,2,2,3,2,4,1,77,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2020-01-18,3,C,2,0,3,0,4,2,6,8,11,14,9,7,10,8,6,15,17,13,14,7,4,6,5,2,173,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2020-01-18,3,C,14,3,7,9,10,13,26,25,37,26,29,16,14,16,19,24,17,13,8,8,12,8,6,3,363,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1207,2020-01-18,3,C,2,1,3,2,2,3,8,10,9,11,11,10,10,13,9,10,14,15,11,10,7,7,8,1,187,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0
1208,2020-01-18,3,C,1,1,1,1,2,4,5,11,9,7,6,10,4,5,5,5,7,7,5,3,6,3,5,1,114,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0
1209,2020-01-18,3,C,10,2,6,8,8,8,19,22,27,21,17,15,9,14,10,8,14,6,3,5,8,5,3,1,249,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0
1210,2020-01-18,3,C,10,2,5,8,8,10,23,23,31,22,18,20,13,17,16,16,18,17,6,7,12,5,5,4,316,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0
1211,2020-01-18,3,C,0,0,1,0,0,5,1,4,4,3,4,2,2,4,2,2,4,1,1,2,1,3,2,3,51,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0
1223,2020-01-18,3,C,0,0,0,0,4,7,13,7,11,14,16,18,17,16,11,13,10,13,12,8,6,6,4,1,207,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2020-01-18,3,C,0,0,0,2,1,3,9,1,4,5,10,7,5,2,6,4,8,4,7,3,0,0,2,0,83,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2020-01-18,3,C,3,4,20,3,3,6,16,27,18,11,12,14,9,16,13,14,12,15,12,9,4,4,4,1,250,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9
1231,2020-01-18,3,C,2,2,4,7,2,7,13,10,7,6,15,13,6,9,8,4,5,8,5,6,6,7,4,1,157,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69
1232,2020-01-18,3,C,5,4,9,6,8,7,16,20,11,21,22,18,16,14,12,11,12,14,11,7,9,6,5,3,267,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2020-01-18,3,C,1,1,0,2,3,4,8,3,5,5,5,5,4,4,3,7,2,3,2,2,2,5,3,1,80,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1300,2020-01-18,3,C,10,7,8,7,20,24,35,36,50,33,31,36,18,19,30,22,16,11,10,7,6,6,4,4,450,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0
1314,2020-01-18,3,C,0,1,1,1,2,7,4,7,10,11,9,8,10,8,7,6,8,7,10,4,2,5,1,3,132,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1410,2020-01-18,3,C,242,216,196,210,243,372,465,468,669,464,479,410,448,396,419,333,332,474,331,289,225,208,180,175,8244,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1414,2020-01-18,3,C,218,120,118,108,186,346,393,395,701,825,996,1014,1053,1042,1011,987,717,731,648,504,338,263,277,204,13195,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1430,2020-01-18,3,C,82,65,80,74,105,140,167,173,168,184,139,163,149,111,118,110,94,76,63,55,53,50,42,33,2494,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73
1432,2020-01-18,3,C,51,44,41,49,72,80,82,97,95,115,80,88,84,47,49,55,44,29,27,26,28,24,12,9,1328,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1433,2020-01-18,3,C,87,72,83,86,109,153,171,196,207,194,151,166,152,126,117,113,104,91,57,64,63,53,46,30,2691,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62
1441,2020-01-18,3,C,63,29,33,31,62,79,99,88,110,92,94,84,100,71,196,251,235,63,49,36,27,26,44,43,2005,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2020-01-18,3,C,20,17,33,27,48,50,86,92,87,103,97,101,88,101,77,87,73,76,43,51,37,29,21,21,1465,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1483,2020-01-18,3,C,10,6,7,8,21,20,39,30,44,27,27,34,20,20,22,15,17,9,10,6,5,3,3,3,406,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0
1486,2020-01-18,3,C,20,11,13,22,25,37,59,62,68,58,58,51,52,41,33,37,37,24,25,20,15,12,10,7,797,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42
1487,2020-01-18,3,C,14,9,10,7,19,25,31,36,45,27,29,32,21,21,23,14,19,13,10,10,2,5,6,4,432,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
5120,2020-01-18,3,C,2,2,1,2,4,8,11,16,14,17,16,14,16,20,14,13,11,15,13,13,6,4,4,3,239,OBERCORN,CR174,Soleuvre <-> Differdange deux sens ,Soleuvre,Differdange,61416.0,65192.973
17563,2020-01-18,3,C,5,0,0,0,2,7,4,2,2,0,0,1,1,2,1,1,1,1,3,4,2,1,5,1,46,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2020-01-19,3,C,0,4,0,0,3,2,3,5,4,7,10,4,8,8,6,4,4,13,4,6,3,3,3,2,106,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2020-01-19,3,C,0,0,1,0,0,2,0,2,2,1,3,4,1,3,1,4,2,1,2,1,1,1,2,2,36,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2020-01-19,3,C,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,0,4,0,3,0,1,0,1,2,19,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2020-01-19,3,C,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,2,3,0,1,0,0,0,0,0,13,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2020-01-19,3,C,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,1,1,1,0,0,1,1,5,17,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2020-01-19,3,C,1,0,0,2,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,1,0,0,3,0,14,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
18,2020-01-19,3,C,3,3,5,0,1,7,2,4,9,6,7,10,12,10,20,17,11,11,17,10,20,21,15,12,233,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2020-01-19,3,C,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1,8,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2020-01-19,3,C,2,1,2,0,0,0,2,0,6,5,4,2,2,6,4,3,4,2,1,3,5,2,3,2,61,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2020-01-19,3,C,2,3,3,2,5,0,0,0,0,2,2,2,3,2,3,2,2,4,2,2,2,0,3,0,46,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2020-01-19,3,C,0,0,0,0,1,1,0,0,1,2,1,4,3,1,0,1,1,1,3,3,4,0,0,1,28,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2020-01-19,3,C,6,6,5,4,9,4,4,6,6,1,4,7,6,5,5,12,9,5,10,7,5,6,9,9,150,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2020-01-19,3,C,0,0,0,0,4,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,11,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2020-01-19,3,C,0,1,0,1,0,0,2,1,1,3,0,4,2,2,4,1,1,2,1,3,0,0,1,1,31,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2020-01-19,3,C,1,2,0,1,1,0,1,4,0,0,1,0,0,1,0,0,7,7,8,2,2,0,0,1,39,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
58,2020-01-19,3,C,2,0,0,0,2,0,0,1,0,0,0,4,0,2,3,1,2,3,1,1,1,0,0,0,23,FRISANGE,N3,Frisange <-> France deux sens ,Frisange,France,81808.0,63523.0
202,2020-01-19,3,C,0,1,0,2,1,1,0,0,0,3,1,1,1,2,2,2,2,3,1,2,1,0,0,0,26,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.0,82759.0
203,2020-01-19,3,C,2,0,0,1,0,1,0,0,0,1,1,1,0,2,2,1,1,2,1,2,3,0,0,1,22,QUATRE-VENTS,N12,Kopstal <-> Quatre-Vents deux sens ,Kopstal,Quatre-Vents,71158.0,82433.0
291,2020-01-19,3,C,2,2,2,2,1,0,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,43,Belvaux,CR191a,Belvaux <-> Esch-Belval deux sens ,Belvaux,Esch-Belval,63394.766,62919.67
304,2020-01-19,3,C,4,0,4,6,1,2,1,3,4,3,3,3,1,1,3,7,2,2,2,1,1,4,2,3,63,SPRINKANGE,N5,Schouweiler <-> Dippach deux sens ,Schouweiler,Dippach,65600.78,72448.55
326,2020-01-19,3,C,1,3,0,1,0,0,2,2,2,2,2,2,2,3,4,2,3,5,3,2,2,0,2,3,48,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.0,64695.0
327,2020-01-19,3,C,0,2,1,2,0,0,2,1,0,1,1,1,1,1,3,2,0,1,3,0,1,0,0,0,23,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.0,63437.0
345,2020-01-19,3,C,1,1,0,1,0,2,1,2,2,0,0,0,1,2,2,1,3,0,2,1,2,0,0,1,25,BETTEMBOURG,N31,Bettembourg <-> Luxembourg deux sens ,Bettembourg,Luxembourg,75075.93,65482.97
390,2020-01-19,3,C,3,1,0,2,0,0,0,0,0,0,2,1,0,2,1,1,2,1,0,1,2,0,0,0,19,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
400,2020-01-19,3,C,8,6,9,6,2,3,3,8,7,10,10,6,9,9,10,11,8,9,7,7,7,4,5,6,170,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78434.0,74849.0
401,2020-01-19,3,C,3,1,4,3,3,2,4,4,4,5,9,6,6,8,8,8,9,8,8,6,6,2,3,3,123,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77717.0,82009.0
403,2020-01-19,3,C,1,2,2,2,0,0,2,1,1,6,3,5,5,4,2,4,6,6,5,4,5,4,2,2,74,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78558.0,78125.0
405,2020-01-19,3,C,3,1,0,2,1,0,0,2,0,3,3,3,1,4,4,1,2,3,3,3,3,1,0,0,43,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2020-01-19,3,C,0,0,4,0,2,1,1,1,1,0,3,0,1,1,2,5,0,0,1,1,0,3,1,1,29,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
413,2020-01-19,3,C,6,6,4,2,0,5,2,0,3,3,4,5,3,5,4,5,6,5,3,2,2,1,1,3,80,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
414,2020-01-19,3,C,4,3,1,1,1,3,1,2,2,5,5,4,4,2,3,6,3,2,2,3,5,3,1,2,68,KEHLEN,CR102,Kehlen <-> Quatre-Vents deux sens ,Kehlen,Quatre-Vents,70521.94,81870.375
415,2020-01-19,3,C,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,5,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75254.0,79109.0
416,2020-01-19,3,C,0,0,1,0,1,1,0,1,0,1,0,1,1,3,2,1,0,5,2,2,1,1,2,0,26,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2020-01-19,3,C,0,0,2,0,1,0,1,1,0,0,2,1,1,1,2,4,0,0,0,1,0,4,1,1,23,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73021.0,84742.0
419,2020-01-19,3,C,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,2,1,1,1,1,0,0,14,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2020-01-19,3,C,2,7,3,3,1,1,3,2,1,0,0,1,1,1,3,2,0,0,1,0,4,2,1,2,41,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
421,2020-01-19,3,C,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,KOPSTAL,CR101,Kopstal <-> Mamer deux sens ,Kopstal,Mamer,72678.195,80365.27
422,2020-01-19,3,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2020-01-19,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,8,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2020-01-19,3,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2020-01-19,3,C,2,0,4,1,1,0,0,0,2,4,1,3,2,2,4,5,3,2,1,2,2,2,1,0,44,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2020-01-19,3,C,5,1,2,0,1,2,3,4,6,8,7,10,7,6,6,7,8,8,6,6,6,6,6,5,126,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84038.0,79207.0
427,2020-01-19,3,C,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,7,WALDHOF,CR126,Waldhof <-> Rammeldange deux sens ,Waldhof,Rammeldange,82162.39,80430.805
432,2020-01-19,3,C,1,1,1,1,1,0,0,2,2,4,4,4,5,2,4,3,3,4,3,5,1,1,0,0,52,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,83141.0,75772.0
433,2020-01-19,3,C,5,6,1,5,1,3,4,1,2,7,4,4,6,10,3,8,4,5,7,7,2,2,1,1,99,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016
446,2020-01-19,3,C,1,1,0,3,2,1,0,4,5,6,9,4,3,7,5,6,4,7,5,4,4,4,4,2,91,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2020-01-19,3,C,1,2,0,4,1,0,2,4,1,2,3,4,4,2,1,4,3,4,2,3,6,0,0,0,53,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
449,2020-01-19,3,C,5,5,1,5,1,3,4,7,7,5,5,5,9,6,7,8,10,4,6,8,9,4,1,0,125,BLEESBRECK,N17,Bleesbréck <-> Diekirch deux sens ,Bleesbréck,Diekirch,81229.69,104020.695
450,2020-01-19,3,C,4,6,0,1,0,3,2,4,5,5,2,4,7,3,4,4,7,3,4,4,7,4,1,0,84,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2
452,2020-01-19,3,C,2,0,0,1,1,2,6,1,4,1,3,3,3,3,0,3,6,0,3,3,0,0,0,0,45,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
453,2020-01-19,3,C,3,1,1,1,5,7,6,8,4,4,5,5,8,6,3,7,6,7,8,4,5,4,2,4,114,FRIDHAFF,N27A,Fridhaff <-> Ettelbruck deux sens ,Fridhaff,Ettelbruck,77553.01,105087.97
454,2020-01-19,3,C,2,1,2,1,5,7,11,8,12,6,11,15,23,12,11,21,13,12,19,12,7,6,3,4,224,FRIDHAFF,N7,Hoscheid <-> Fridhaff deux sens ,Hoscheid,Fridhaff,77637.0,106186.0
455,2020-01-19,3,C,0,1,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,MUELLENDORF,CR123,Muellendorf <-> Huensdorf deux sens ,Muellendorf,Huensdorf,77294.0,83437.0
456,2020-01-19,3,C,3,0,2,1,3,2,4,5,4,3,5,4,4,7,8,6,6,6,6,6,7,3,5,3,103,HEISDORF,CR124,Heisdorf <-> Muellendorf deux sens ,Heisdorf,Muellendorf,77493.0,82563.0
457,2020-01-19,3,C,3,0,0,0,1,1,0,0,3,4,5,4,5,4,4,4,5,4,4,5,3,0,1,1,61,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.0,80795.0
459,2020-01-19,3,C,3,1,1,4,6,0,1,1,2,2,1,4,2,2,1,1,1,1,2,3,4,3,0,1,47,CANACH,CR144,Oetrange <-> Canach deux sens ,Oetrange,Canach,90560.0,74802.0
460,2020-01-19,3,C,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25
463,2020-01-19,3,C,0,0,3,0,1,1,1,6,5,6,1,3,4,3,6,5,7,3,8,3,5,2,2,1,76,ELLANGE,N16,Mondorf (A13) <-> Ellange deux sens ,Mondorf (A13),Ellange,89819.75,64515.914
464,2020-01-19,3,C,0,0,0,0,1,1,0,0,1,1,2,3,1,2,1,0,0,0,1,2,1,0,0,1,18,SCHENGEN Giratoire,N10,Remich <-> Schengen deux sens ,Remich,Schengen,94124.73,60879.266
465,2020-01-19,3,C,0,0,1,0,1,0,0,0,0,2,2,1,1,2,2,1,1,1,1,2,0,0,0,0,18,SCHENGEN Giratoire,CR152,Schengen <-> Remerschen deux sens ,Schengen,Remerschen,93907.336,60955.94
469,2020-01-19,3,C,5,7,5,4,11,6,2,10,7,5,6,6,4,6,7,12,3,2,4,6,3,6,6,7,140,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23
470,2020-01-19,3,C,2,1,1,1,0,0,1,3,2,0,0,0,0,2,1,2,1,0,1,0,0,3,3,3,27,GARNICH,N13,Windhof A6 <-> Garnich deux sens ,Windhof A6,Garnich,64367.84,76355.555
473,2020-01-19,3,C,2,1,0,1,1,1,2,1,0,2,1,0,1,1,1,1,0,1,3,1,2,1,0,1,25,BOUS,N2,Remich <-> Bous deux sens ,Remich,Bous,91325.17,68727.45
474,2020-01-19,3,C,0,0,0,0,1,0,0,1,2,2,3,7,5,5,2,2,3,2,2,3,0,0,0,1,41,HETTERMILLEN,N10,Ehnen <-> Hettermillen deux sens ,Ehnen,Hettermillen,94853.0,72820.0
479,2020-01-19,3,C,2,2,0,3,1,0,2,0,1,3,3,3,6,4,4,5,3,1,3,3,0,1,0,1,51,TRINTANGE,N2,Assel <-> Moutfort deux sens ,Assel,Moutfort,88217.68,70739.516
481,2020-01-19,3,C,4,4,1,1,0,2,1,0,1,3,1,3,2,2,2,0,2,4,1,2,1,2,1,0,40,OETRANGE,N28,Sandweiler <-> Oetrange deux sens ,Sandweiler,Oetrange,86217.73,74027.78
483,2020-01-19,3,C,0,2,0,2,0,1,0,1,2,1,2,3,2,1,3,2,1,3,4,3,1,1,2,3,40,ASPELT,N16,Mondorf <-> Aspelt deux sens ,Mondorf,Aspelt,84357.21,64987.043
484,2020-01-19,3,C,0,3,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,11,HELLANGE,N13,Hellange <-> Frisange deux sens ,Hellange,Frisange,79224.34,63937.664
485,2020-01-19,3,C,3,2,2,2,1,1,2,2,2,4,2,3,4,2,3,2,5,2,2,3,2,2,2,2,57,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
486,2020-01-19,3,C,9,6,4,5,2,4,8,7,7,7,5,6,4,9,7,5,5,5,5,5,6,6,4,8,139,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566
487,2020-01-19,3,C,3,2,2,3,2,2,3,2,4,3,2,3,2,2,2,5,6,2,7,2,2,2,4,2,69,ESCH-SUR-ALZETTE,N31,Esch-sur-Alzette <-> Kayl-Poteau deux sens ,Esch-sur-Alzette,Kayl-Poteau,67438.54,61933.023
488,2020-01-19,3,C,2,2,2,2,0,1,2,2,3,2,2,2,4,2,3,3,3,2,3,2,2,2,2,2,52,RUMELANGE,N33,Rumelange <-> Kayl-Poteau deux sens ,Rumelange,Kayl-Poteau,68581.734,59217.008
492,2020-01-19,3,C,2,0,1,0,0,0,0,1,2,3,3,1,0,2,3,4,1,2,2,3,0,0,0,0,30,BLUMENTHAL,N14,Graulinster <-> Reuland deux sens ,Graulinster,Reuland,87034.516,90015.64
495,2020-01-19,3,C,4,2,0,3,0,0,1,0,0,2,3,2,2,3,1,2,2,1,0,1,1,1,1,1,33,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
498,2020-01-19,3,C,1,1,2,1,1,0,0,2,1,3,0,0,0,0,0,1,2,3,2,4,1,0,0,1,26,BASCHARAGE,N31,Biff <-> Niedercorn deux sens ,Biff,Niedercorn,60394.312,69204.414
503,2020-01-19,3,C,0,1,1,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,LORENTZWEILER,CR122,Huensdorf <-> Lorentzweiler deux sens ,Huensdorf,Lorentzweiler,77852.89,85039.0
504,2020-01-19,3,C,0,2,2,2,2,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,14,BLASCHETTE,CR122,Blaschette <-> Lorentzweiler deux sens ,Blaschette,Lorentzweiler,79707.0,85291.0
505,2020-01-19,3,C,5,1,0,4,0,3,8,3,11,6,16,16,15,14,15,16,14,16,17,15,7,8,10,13,233,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.0,85564.0
506,2020-01-19,3,C,0,0,1,0,1,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,0,0,0,0,9,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.0,89523.0
508,2020-01-19,3,C,2,0,1,1,2,0,1,1,0,0,1,0,1,1,2,2,0,0,1,2,0,0,0,2,20,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.0,90828.0
510,2020-01-19,3,C,2,1,4,3,3,0,4,2,2,3,1,3,2,2,2,2,2,3,0,2,0,1,1,0,45,LINTGEN,N7,Lintgen <-> A7 deux sens ,Lintgen,A7,77034.0,86861.0
520,2020-01-19,3,C,1,1,2,1,2,0,3,1,1,2,1,4,3,2,2,2,3,3,2,1,0,0,0,0,37,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28
525,2020-01-19,3,C,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,10,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2020-01-19,3,C,0,4,0,0,3,1,3,6,5,7,2,8,6,11,9,2,5,10,5,4,4,3,4,2,104,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
